Unnamed: 0,Page_Group_ID,Post_ID,Post_Time,Post_Content,Comments_Size,Total_Interactions,Haha,Thích,Buồn,Yêu thích,Thương thương,Wow,Phẫn nộ,Label,Sublabel
1896,G_Y24,1970,2024-02-15 12:12:00,em nghe bảo có danh_sách các đồ không được mang vào khu quân_sự có ai biết danh_sách đó ở đâu không ạ,1,1,0,0,0,1,0,0,0,Tìm đồ,
1897,G_Y24,1971,2024-02-15 10:56:00,đi qsu phải đến trước ngày để nhận đồng_phục được không ạ,5,6,0,5,0,1,0,0,0,Hỏi-đáp,Vấn đề học tập
1898,G_Y24,1972,2024-02-15 10:46:00,mình cần mua giáo_trình kinh_tế vi_mô chủ_nghĩa xã_hội luật kinh_doanh nhập_môn kinh_doanh triết_học tin_học ứng_dụng ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1899,G_Y24,1973,2024-02-15 10:46:00,lần lần lần lần lần anh_chị tính giúp em với ạ và không biết có còn nhảy nữa không ạ,0,2,0,1,0,1,0,0,0,Hỏi-đáp,Vấn đề học tập
1900,G_Y24,1974,2024-02-15 10:46:00,em cần tài_liệu giáo_trình các môn này ạ anhchị nào pass lại không ạ,12,1,0,1,0,0,0,0,0,Mua bán tài liệu,
1901,G_Y24,1975,2024-02-15 10:46:00,mình cần pass giáo_trình plđc slide giáo_trình kinh_tế vĩ_mô slide một_vài chương bài_tập giáo_trình slide quản_trị học giáo_trình marketing tiếng anh tài_liệu ôn_tập a slide tiếng việt,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1902,G_Y24,1976,2024-02-15 10:15:00,cho em hỏi điểm của em nhảy lần là nhảy lần thêm thành có phải bị điểm f không ạ,3,8,0,2,6,0,0,0,0,Chia sẻ kiến thức,
1903,G_Y24,1977,2024-02-15 10:02:00,mình cần tìm vài bạn đi xe từ quảng_ngãi ra đà_nẵng chung cho vui và an_toàn hơn ạ,2,8,0,5,0,3,0,0,0,Tâm sự tình cảm,
1904,G_Y24,1978,2024-02-15 07:24:00,xin cho em danh_sách các vật_dụng bị cấm mang vào quân_đội khi vào có bị kiểm_tra hành_lý không ạ,0,0,0,0,0,0,0,0,0,Sự kiện trường,
1905,G_Y24,1979,2024-02-14 23:05:00,anh_chị nào review sơ qua cho em về việc đi quân_sự được không ạ có nên mang theo hay không cần mang theo gì ạ hy_vọng nhận được lời khuyên từ anh_chị vì em sắp đi quân_sự rồi ạ,8,18,0,17,0,1,0,0,0,Hỏi-đáp,Vấn đề học tập
1906,G_Y24,1980,2024-02-14 22:48:00,em cần mua những tài_liệu giáo_trình sau plđc tiếng anh kt vĩ_mô tiếng anh_em cảm_ơn anhchị nhiều ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1907,G_Y24,1981,2024-02-14 22:48:00,đi quân_sự có được mua thùng nước ở ngoài vào không ạ tại em sợ nước ở đó bẩn í,5,1,1,0,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1908,G_Y24,1982,2024-02-14 14:00:00,bạn cho em hỏi đi học có xe riêng của trường đưa_đón không ạ với lại mình phải đi sớm một buổi để nhận đồng_phục đúng không ạ,0,1,0,1,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1909,G_Y24,1983,2024-02-14 13:11:00,cho em hỏi đi học quân_sự ở dưới đó vệ_sinh trong hay ngoài vậy ạ trường mình có xe đưa về hay tự đi ạ,6,5,0,3,0,2,0,0,0,Hỏi-đáp,Vấn đề học tập
1910,G_Y24,1984,2024-02-14 13:11:00,học cầu_lông phải mua vợt đúng không mọi người,0,2,0,2,0,0,0,0,0,Khác,
1911,G_Y24,1985,2024-02-14 12:22:00,cho em hỏi em muốn xin hoãn đi học giáo_dục quốc_phòng thì xin ở phòng nào ạ hoặc có được xin phép vắng không ạ,5,3,0,2,0,1,0,0,0,Hỏi-đáp,Vấn đề học tập
1912,G_Y24,1986,2024-02-14 09:47:00,có bạn nào ở trong lớp_học_phần không ạ mình nhắn_tin hỏi một_chút việc với ạ,1,1,0,0,0,1,0,0,0,Hỏi-đáp,Vấn đề học tập
1913,G_Y24,1987,2024-02-14 08:55:00,cho em hỏi là mkt bên mình có chuyên_ngành logistic đúng không ạ và nó như thế_nào có như logistic bình_thường không,1,1,0,0,0,1,0,0,0,Hỏi-đáp,Vấn đề học tập
1914,G_Y24,1988,2024-02-14 08:55:00,cho em hỏi ngày là đến nhận đồng_phục học quân_sự lý_thuyết trước thì nhờ bạn nhận giùm được không ạ tại em thấy có điểm_danh,1,5,0,3,0,2,0,0,0,Hỏi-đáp,Vấn đề học tập
1915,G_Y24,1989,2024-02-13 22:57:00,dạ cho em hỏi trên trường khi nào làm_việc lại em định lên để bảo_lưu hồ_sơ và cho em hỏi bảo_lưu hồ_sơ thủ_tục chuẩn_bị trước là mình cần những gì và phải liên_hệ phòng nào ạ,0,0,0,0,0,0,0,0,0,Hỏi-đáp,Chính sách đào tạo
1916,G_Y24,1990,2024-02-13 20:44:00,cho em hỏi nếu học xong học_kỳ năm nhất thì có bảo_lưu được không ạ sau đó tiếp_tục học tiếp học_kỳ ạ,0,0,0,0,0,0,0,0,0,Hỏi-đáp,Chính sách đào tạo
1917,G_Y24,1991,2024-02-13 20:41:00,có anh_chị nào trong group đã bảo_lưu kết_quả học_tập không ạ cho em hỏi thủ_tục bảo_lưu với ạ,0,0,0,0,0,0,0,0,0,Hỏi-đáp,Chính sách đào tạo
1918,G_Y24,1992,2024-02-13 18:15:00,mọi người cho em hỏi khi nào đi học lại vậy ạ em cảm_ơn,0,0,0,0,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1919,G_Y24,1993,2024-02-13 18:15:00,em cần giáo_trình của những môn này ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1920,G_Y24,1994,2024-02-13 12:53:00,trọ ở đường phan hàng sơn gần trường kinh_tế đà_nẵng chợ bắc mỹ an có gác_lửng kệ bếp wc trong người tìm nữ ở ghép quan_tâm ib có ảnh ạ,2,1,0,1,0,0,0,0,0,Tuyển dụng,
1921,G_Y24,1995,2024-02-13 12:22:00,cho em hỏi là có xét học_bạ trung_bình của tất_cả các môn không ạ ví_dụ có thì tầm điểm thì có điều_kiện xét được ngành gì ạ,2,5,0,2,3,0,0,0,0,Hỏi-đáp,Tuyển sinh
1922,G_Y24,1996,2024-02-13 12:22:00,bạn nào đồn mình có full điểm làm tôi thức muốn thâm_quầng mắt luôn gòy,12,59,28,20,9,2,0,0,0,Khác,
1923,G_Y24,1997,2024-02-13 12:22:00,cho em hỏi các gv sau nghỉ buổi đầu của hkii có sao không ạ thu thảo thanh_nhã văn hà_lan phương ánh nguyệt uyên nhi hoàng_yến,3,8,3,3,2,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1924,G_Y24,1998,2024-02-13 12:22:00,bạn có_thể cho tôi một_vài mẹo khi đi du_lịch không ạ tôi nên mang theo những gì ạ,8,13,0,13,0,0,0,0,0,Khác,
1925,G_Y24,1999,2024-02-12 20:48:00,tôi cần tìm các tài_liệu sau ạ bạn nào có thì comment mình ib ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1926,G_Y24,2000,2024-02-12 19:00:00,mình cần pass quản_trị học của lê thế_giới kỷ_nguyên mới của quản_trị marketing căn_bản toán ứng_dụng kinh_tế vi_mô pháp_luật đại_cương tài_liệu câu hỏi của quản_trị học slide marketing căn_bản tài_liệu pháp_luật đại_cương,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1927,G_Y24,2001,2024-02-12 14:10:00,kinh_tế vi_mô logic_học quản_trị học giao_tiếp trong kinh_doanh lịch_sử đảng,23,3,0,2,0,1,0,0,0,Vấn đề trường,Khác
1928,G_Y24,2002,2024-02-12 06:00:00,mọi người cho em một_chút phản_hồi về ngành kinh_doanh quốc_tế với ạ em cảm_ơn nhiều,0,2,0,2,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1929,G_Y24,2003,2024-02-11 17:13:00,em chào mọi người ạ có ai biết khi nào là điểm nhảy hết không ạ em cảm_ơn ạ,0,1,0,1,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1930,G_Y24,2004,2024-02-11 15:14:00,anh_chị có_thể review cho em về quản_trị sự_kiện được không ạ,0,0,0,0,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1931,G_Y24,2005,2024-02-11 14:08:00,thương_mại điện_tử có_thể học song bằng với ngành nào tốt ạ,0,0,0,0,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1932,G_Y24,2006,2024-02-10 20:59:00,có ai điểm vẫn chưa tiếp_tục nhảy không ạ,1,2,0,1,1,0,0,0,0,Chia sẻ kiến thức,
1933,G_Y24,2007,2024-02-09 21:12:00,điểm còn nhảy nữa không ạ,1,2,0,2,0,0,0,0,0,Chia sẻ kiến thức,
1934,G_Y24,2008,2024-02-09 17:10:00,mọi người cho em hỏi điểm như này còn nhảy không ạ,1,2,0,2,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1935,G_Y24,2009,2024-02-09 13:41:00,mọi người cho em hỏi ngày đi nhận giấy_báo quân_sự mình nhờ người nhận thay được không ạ,3,1,0,0,0,1,0,0,0,Hỏi-đáp,Chính sách đào tạo
1936,G_Y24,2010,2024-02-09 12:53:00,anh_chị cho em hỏi điểm nhảy có nhảy xuống không hay chỉ nhảy lên thôi ạ,0,1,0,1,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1937,G_Y24,2011,2024-02-09 09:58:00,cho em hỏi việc xét học_bạ năm nay của trường là đến làm thủ_tục trực_tiếp hay qua online được ạ,0,3,0,2,0,1,0,0,0,Hỏi-đáp,Tuyển sinh
1938,G_Y24,2012,2024-02-09 07:20:00,em cần mua giáo_trình những môn này ạ toán cho khoa_học dữ_liệu thầy hiếu thống_kê kinh_doanh và kinh_tế cô bích vân hệ_thống thông_tin quản_lý cô thanh vân triết_học mln thầy thành nếu có cmt em chủ_động ib ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1939,G_Y24,2013,2024-02-09 07:13:00,mọi người cho em xin zalo nhóm thể_dục với ạ ngoài_ra cho em hỏi môn tự_do mình học cái gì và có_dễ qua môn không ạ,0,5,0,4,0,1,0,0,0,Hỏi-đáp,Vấn đề học tập
1940,G_Y24,2014,2024-02-08 18:58:00,là giỏi không các bạn anh_chị học ngoan mà được bỡ_ngỡ quá,1,23,7,5,10,0,0,1,0,Hỏi-đáp,Vấn đề học tập
1941,G_Y24,2015,2024-02-08 16:33:00,có ai vào xem điểm thực_tập tốt_nghiệp mà bị như thế này không ạ,1,5,0,2,3,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1942,G_Y24,2016,2024-02-08 17:44:00,anhchị cho em hỏi với ạ môn cơ_sở lập_trình là mình sẽ học bằng phần_mềm ngôn_ngữ nào vậy ạ em cảm_ơn nhiều ạ,0,0,0,0,0,0,0,0,0,Hỏi-đáp,Chính sách đào tạo
1943,G_Y24,2017,2024-02-08 15:30:00,dạ anh cho em hỏi đi xe_khách có được mang mì gói vào không ạ,6,1,0,1,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1944,G_Y24,2018,2024-02-08 14:28:00,có ai nộp chứng_chỉ đợt để pass học_phần nhưng trong tkb vẫn chưa xóa_học_phần như mình không,4,1,0,0,0,1,0,0,0,Mua bán tài liệu,
1945,G_Y24,2019,2024-02-08 14:06:00,cho em hỏi điểm trung_bình_tích lũy hiện_tại trường tính như thế_nào ạ,3,3,0,2,0,1,0,0,0,Hỏi-đáp,Vấn đề học tập
1946,G_Y24,2020,2024-02-08 13:44:00,cho em hỏi điểm này còn tăng hay giảm không ạ và điểm này là gpa luôn ạ em cảm_ơn ạ,15,5,0,4,0,1,0,0,0,Hỏi-đáp,Vấn đề học tập
1947,G_Y24,2021,2024-02-08 13:44:00,anh_chị cho em hỏi là mình học cải_thiện điểm sẽ tính vào kỳ cũ hay kỳ mới ạ em học cải_thiện rồi mà em thấy điểm môn đó ở cả kỳ cũ lẫn kỳ mới luôn á,0,1,0,1,0,0,0,0,0,Hỏi-đáp,Chính sách đào tạo
1948,G_Y24,2022,2024-02-08 11:17:00,em sinh năm cho em xin một_ít đánh_giá về ngành logistics ạ em cảm_ơn nhiều ạ,0,0,0,0,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1949,G_Y24,2023,2024-02-08 11:11:00,mọi người cho em hỏi điểm trung_bình_tích_lũy ở mục đăng_ký thực_tập có đúng không ạ sau_này có tăng hay giảm nữa không ạ,0,0,0,0,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1950,G_Y24,2024,2024-02-08 11:11:00,như này là nhảy mấy lần ạ tính điểm giúp em với em lo quá,1,11,0,9,0,2,0,0,0,Hỏi-đáp,Vấn đề học tập
1951,G_Y24,2025,2024-02-08 11:11:00,mọi người cho em hỏi là mỗi kỳ riêng_lẻ hay được tính vào điểm tbm của năm nhất như cấp cấp ạ,3,5,0,4,0,1,0,0,0,Hỏi-đáp,Chính sách đào tạo
1952,G_Y24,2026,2024-02-08 08:32:00,cho mình hỏi điểm trung_bình chung tích_lũy có thay_đổi nếu điểm trung_bình trong tất_cả các môn thay_đổi không ạ,0,2,0,1,0,1,0,0,0,Hỏi-đáp,Vấn đề học tập
1953,G_Y24,2027,2024-02-08 04:14:00,điểm em nhảy lần rồi ạ lần lần lần anh_chị tính giúp em với ạ em cảm_ơn,8,4,0,4,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1954,G_Y24,2028,2024-02-08 04:14:00,em có một thắc_mắc là sao trường không cho hiển_thị điểm luôn ạ hồi_hộp quá,0,0,0,0,0,0,0,0,0,Hỏi-đáp,Tổ chức - Giảng dạy
1955,G_Y24,2029,2024-02-08 04:14:00,dạ ai có giáo_trình của những môn này không ạ,1,1,0,1,0,0,0,0,0,Mua bán tài liệu,
1956,G_Y24,2030,2024-02-07 23:03:00,em cần mua giáo_trình những môn này ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
1957,G_Y24,2031,2024-02-07 23:02:00,lần em được lần em được lần em được giúp em với ạ em cảm_ơn nhiều,3,5,0,5,0,0,0,0,0,Khác,
1958,G_Y24,2032,2024-02-07 23:02:00,cho em hỏi chỗ đăng_ký thực_tập tốt_nghiệp bằng nhưng điểm nhảy lại là thì đâu là điểm kỳ này của em vậy ạ,2,7,0,7,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1959,G_Y24,2033,2024-02-07 23:01:00,cho em hỏi điểm trung_bình chung tích_lũy có giảm xuống không ạ hay như_vậy luôn,5,1,0,1,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1960,G_Y24,2034,2024-02-07 21:47:00,mình pass máy_tính casio chính hãng giá phải_chăng,2,1,0,1,0,0,0,0,0,Mua bán tài liệu,
1961,G_Y24,2035,2024-02-07 21:47:00,cho em hỏi điểm là còn nhảy không ạ,0,2,0,2,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1962,G_Y24,2036,2024-02-07 21:47:00,cho em hỏi là môn tiếng anh ele đtp của em là thì có nhảy trước không ạ em cảm_ơn ạ,0,2,0,2,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1963,G_Y24,2037,2024-02-07 21:47:00,cho em hỏi điểm trung_bình_tích_lũy ở chỗ đăng_ký thực_tập tốt_nghiệp với điểm trung_bình học_kỳ có liên_quan gì với nhau không ạ,3,3,0,3,0,0,0,0,0,Hỏi-đáp,Chính sách đào tạo
1964,G_Y24,2038,2024-02-07 21:47:00,anh_chị cho em hỏi với ạ chỗ điểm trung_bình chung tích_lũy là gì vậy ạ,1,1,0,1,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1965,G_Y24,2039,2024-02-07 19:56:00,dạ em cần mua giáo_trình những môn này ạ,22,2,0,2,0,0,0,0,0,Mua bán tài liệu,
1966,G_Y24,2040,2024-02-07 19:23:00,điểm tb tích_lũy thì được trung_bình hay khá,3,11,0,10,1,0,0,0,0,Khác,
1967,G_Y24,2041,2024-02-07 19:23:00,tăng lên thì tính thế_nào vậy ạ,0,0,0,0,0,0,0,0,0,Chia sẻ kiến thức,
1968,G_Y24,2042,2024-02-07 19:23:00,xin hỏi bao_nhiêu điểm thì được xếp loại khá ạ,0,3,0,3,0,0,0,0,0,Hỏi-đáp,Chính sách đào tạo
1969,G_Y24,2043,2024-02-07 19:23:00,dạ cho em hỏi cách tính điểm tín với ạ hiện_tại em mới đạt ạ em cảm_ơn ạ,0,5,0,4,0,1,0,0,0,Hỏi-đáp,Vấn đề học tập
1970,G_Y24,2044,2024-02-07 19:23:00,chia là bao_nhiêu điểm ạ,0,0,0,0,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1971,G_Y24,2045,2024-02-07 17:49:00,cho em hỏi điểm hiện_tại là là những con gì ạ trước đó là con c tín em tín ạ,2,2,0,2,0,0,0,0,0,Hỏi-đáp,Chính sách đào tạo
1972,G_Y24,2046,2024-02-07 17:50:00,cho mình hỏi điểm nhảy như thế này thì tính sao ạ mình học_tín môn_tín môn tín lần lần lần lần mọi người tính giúp mình với ạ,0,2,0,2,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1973,G_Y24,2047,2024-02-07 17:50:00,dạ em vào xem điểm nhảy và điểm trung_bình chung tích_lũy thì hai điểm này khác nhau vậy điểm trung_bình chung tích_lũy đó là gpa luôn ạ hay sao ạ điểm trung_bình chung tích_lũy lớn hơn điểm nhảy ạ,0,3,0,3,0,0,0,0,0,Chia sẻ kiến thức,
1974,G_Y24,2048,2024-02-07 16:54:00,cho em hỏi là đạt c hay b vậy ạ,3,4,0,3,0,1,0,0,0,Hỏi-đáp,Chính sách đào tạo
1975,G_Y24,2049,2024-02-07 16:40:00,tín nhảy lần là môn tín b và môn tín a phải không ạ,0,2,0,1,1,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1976,G_Y24,2050,2024-02-07 16:40:00,mọi người ai nhảy điểm anh chưa ạ,0,0,0,0,0,0,0,0,0,Chia sẻ kiến thức,
1977,G_Y24,2051,2024-02-07 14:36:00,em không biết đây là lớp hay ạ anh_chị giúp em với ạ,0,3,0,3,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1978,G_Y24,2052,2024-02-07 13:11:00,mọi người cho mình hỏi giờ mình mới vào xem điểm của mình thì thấy thì đó là gpa luôn hay_là điểm nhảy ạ,6,18,1,14,3,0,0,0,0,Chia sẻ kiến thức,
1979,G_Y24,2053,2024-02-07 07:39:00,học môn thì phải thi lần đúng không ạ em đã thi môn mà mấy ngày này vẫn không thấy thay_đổi gì làm em lo quá,2,2,0,2,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1980,G_Y24,2054,2024-02-07 07:39:00,mọi người ơi cho em hỏi ý là về tết tiền trọ vẫn lấy như_thường ạ vì cô chủ trọ mới nhắn bảo em nộp tiền nên em hỏi xem trọ mọi người có như_vậy không nếu vậy chắc hè nghỉ cả tháng cũng nộp tiền trọ ạ,3,9,0,7,0,2,0,0,0,Hỏi-đáp,Cơ sở vật chất
1981,G_Y24,2055,2024-02-07 07:38:00,anh_chị ơi cho em hỏi học_phí kỳ lúc_nào nộp vậy ạ,1,4,0,4,0,0,0,0,0,Hỏi-đáp,Chính sách đào tạo
1982,G_Y24,2056,2024-02-06 22:24:00,mọi người cho em hỏi em học môn giờ nhảy môn được thì môn còn lại em cần đạt điểm gì để được ạ,0,1,0,1,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1983,G_Y24,2057,2024-02-06 22:24:00,dạ mấy anh_chị cho em xin ít review về marketing ạ với học phíkỳ hoặc năm ạ,5,1,0,1,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1984,G_Y24,2058,2024-02-06 17:20:00,mọi người cho em review về tmđt đi ạ em đang định học nhưng có nhiều anh_chị bảo khó lắm,0,0,0,0,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1985,G_Y24,2059,2024-02-06 08:51:00,bạn đang học chuyên_ngành kinh_tế quốc_tế bạn muốn xin review về ngành này học có chung quá không và ra làm được việc gì bạn là sinh_viên năm nhất của ngành này nhưng học xong kỳ thấy vô_định nên không muốn tiếp_tục học nữa bạn mong_muốn được tư_vấn từ những anh_chị năm năm,40,15,4,11,0,0,0,0,0,Hỏi-đáp,Chính sách đào tạo
1986,G_Y24,2060,2024-02-06 11:10:00,cho em hỏi tốt_nghiệp thpt có được thi vào trường mình bằng điểm xét tuyển không ạ hay phải thi thêm thpt quốc_gia ạ,0,0,0,0,0,0,0,0,0,Hỏi-đáp,Chính sách đào tạo
1987,G_Y24,2061,2024-02-06 10:37:00,anh_chị ơi em sinh năm muốn tham_khảo ngành quản_trị khách_sạn marketing thì như nào ạ em không giỏi tiếng anh thì có_học được không anh_chị ơi,5,1,0,1,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1988,G_Y24,2062,2024-02-06 09:52:00,anhchị cho em xin review về ngành thương_mại điện_tử của trường mình với ạ em xin cảm_ơn ạ,15,1,1,0,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1989,G_Y24,2064,2024-02-06 07:42:00,các anh_chị có_thể review cho em về quản_trị sự_kiện được không ạ nó có giống và khác gì với ngành truyền_thông ạ,0,1,0,1,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1990,G_Y24,2065,2024-02-05 23:32:00,cho em hỏi bị điểm d là bắt_buộc học lại hay không ạ nếu bị điểm d nhiều thì có bị đuổi học không ạ,0,3,0,3,0,0,0,0,0,Hỏi-đáp,Chính sách đào tạo
1991,G_Y24,2066,2024-02-05 21:46:00,tính hộ em với ạ em không biết nó nhảy mấy lần rồi ạ,2,6,0,3,3,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1992,G_Y24,2067,2024-02-05 21:46:00,anh_chị cho em hỏi điểm em nhảy lần là xong mấy ngày_nay không nhảy nữa như_vậy điểm còn nhảy nữa không ạ lỡ không nhảy nữa thì có sao không ạ em lo quá ạ,0,0,0,0,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1993,G_Y24,2068,2024-02-05 20:24:00,thấy có nhiều bạn thắc_mắc không hiểu trường có tính nhầm điểm hay thiếu của các bạn không thì không nhé các bạn tính theo kiểu nên tổng_điểm là tổng_điểm là chứ không phải đâu nha,10,14,0,10,4,0,0,0,0,"Phản ánh, bức xúc",Tổ chức - Giảng dạy
1994,G_Y24,2069,2024-02-05 18:34:00,dạ anh_chị cho em hỏi điểm trung_bình các môn đủ là được giỏi hay tính theo cách nào khác ạ mong anh_chị giải_đáp giúp em_em cảm_ơn ạ,7,3,0,3,0,0,0,0,0,Hỏi-đáp,Chính sách đào tạo
1995,G_Y24,2070,2024-02-05 18:15:00,cho em hỏi điểm còn thay_đổi nữa không ạ,5,3,0,3,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1996,G_Y24,2071,2024-02-05 17:42:00,mọi người cho em hỏi có điểm một môn rồi thì điểm tổng_có còn thay_đổi nữa không ạ em cảm_ơn,2,4,0,4,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1997,G_Y24,2072,2024-02-05 16:54:00,em sinh năm ạ cho em hỏi là trường mình có ngành nào học giống ngành quan_hệ công_chúng hoặc tổ_chức sự_kiện không ạ kiểu không cần học toán nhiều ấy ạ em muốn vào trường mình mà muốn học truyền_thông ạ em xin cảm_ơn,4,7,2,5,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
1998,G_Y24,2073,2024-02-05 16:46:00,tôi cần những tài_liệu và giáo_trình các môn của các thầy cô dưới đây ạ cho mình hỏi có ai bị giống mình không trong thời khóa biểu của mình thì hiện môn thương_mại điện_tử nhưng mà bên elearning lại không thấy mục của môn này,10,2,0,2,0,0,0,0,0,Mua bán tài liệu,
1999,G_Y24,2074,2024-02-05 16:36:00,môn nhập_môn kinh_doanh là mình học về gì vậy mọi người,3,1,0,1,0,0,0,0,0,Mua bán tài liệu,
2000,G_Y24,2075,2024-02-05 16:13:00,các bạn cho mình hỏi với ạ,8,5,0,5,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
2001,G_Y24,2076,2024-02-05 14:33:00,sáng_mai mình có chạy xe_máy từ đà_nẵng về cảng sa kỳ quảng_ngãi không biết có bạn nào đi cùng cho vui được không ạ đi một_mình cũng hơi sợ vì đây là lần đầu mình đi xa,5,4,0,4,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
2002,G_Y24,2077,2024-02-05 12:31:00,chiều nay ai chạy xe về quảng_trị cho em đi cùng với ạ mình là nam,2,4,0,4,0,0,0,0,0,Tuyển dụng,
2003,G_Y24,2078,2024-02-05 10:54:00,dạ em đang là sinh_viên trường đại_học giao_thông vận_tải tphcm uth ngành hệ_thống thông_tin quản_lý cho em hỏi điều_kiện để chuyển vào trường mình ngành hệ_thống thông_tin quản_lý là gì ạ,0,3,0,3,0,0,0,0,0,Hỏi-đáp,Chính sách đào tạo
2004,G_Y24,2079,2024-02-04 23:29:00,mọi người ơi cho em hỏi điểm nhảy hết chưa ạ do em thấy nhảy được lần rồi mà ngày_nay chưa nhảy nữa ạ,3,1,0,1,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
2005,G_Y24,2080,2024-02-05 14:33:00,sáng_mai mình có chạy xe_máy từ đà_nẵng về cảng sa kỳ quảng_ngãi không biết có bạn nào đi cùng cho vui được không ạ đi một_mình cũng hơi sợ vì đây là lần đầu mình đi xa,5,4,0,4,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
2006,G_Y24,2081,2024-02-05 12:31:00,chiều nay ai chạy xe về quảng_trị cho em đi cùng với ạ mình là nam,2,4,0,4,0,0,0,0,0,Tuyển dụng,
2007,G_Y24,2082,2024-02-05 10:54:00,dạ em đang là sinh_viên trường đại_học giao_thông vận_tải tphcm uth ngành hệ_thống thông_tin quản_lý cho em hỏi điều_kiện để chuyển vào trường mình ngành hệ_thống thông_tin quản_lý là gì ạ,0,3,0,3,0,0,0,0,0,Hỏi-đáp,Chính sách đào tạo
2008,G_Y24,2083,2024-02-04 23:29:00,mọi người ơi cho em hỏi điểm nhảy hết chưa ạ do em thấy nhảy được lần rồi mà ngày_nay chưa nhảy nữa ạ,3,1,0,1,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
2009,G_Y24,2084,2024-02-04 17:20:00,anh_chị cho em hỏi đi học quân_sự thì cần chuẩn_bị mang theo những gì vậy ạ,18,5,0,5,0,0,0,0,0,Hỏi-đáp,Vấn đề học tập
2010,G_Y24,2085,2024-02-04 16:11:00,em cần những tài_liệu này ạ,6,1,0,1,0,0,0,0,0,Mua bán tài liệu,
2011,G_Y24,2086,2024-02-04 14:30:00,giáo_trình kinh_tế vĩ_mô giáo_trình quản_trị học tặng slide pháp_luật đại_cương tặng bộ câu hỏi marketing tặng slide và bộ câu hỏi,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
2012,G_Y24,2087,2024-02-04 13:48:00,chào mọi người ạ em có đăng_ký gdtc môn võ vovinam thì anh_chị cho em hỏi môn này mình có cần mua võ phục không ạ nếu có thì anh_chị nào pass lại cho em xin mua ạ em cao nặng em cảm_ơn nhiều ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
2013,G_Y24,2088,2024-02-04 13:48:00,mọi năm khi anh_chị thi kết_thúc học_phần trong quân_sự thì thời_gian làm bài là tầm bao_lâu vậy ạ đề có khó không vậy anh_chị ơi thi offline,0,5,0,4,0,1,0,0,0,Hỏi-đáp,Vấn đề học tập
2014,G_Y24,2089,2024-02-04 10:41:00,em cần tìm tài_liệu slide các môn sau ạ,0,0,0,0,0,0,0,0,0,Mua bán tài liệu,
